Play_Position	Identifier_in_play	Text	Polarity_differentiated	Polarity_threefold	Polarity_binary
Der Freigeist 1.Akt, 3.Szene, 8.Replik, Drama-Nummer: 54	1_3_8_54	ADRAST:Das vortrefflich ungeheuer sein muß.	negative	negative	negative
Der Freigeist 1.Akt, 3.Szene, 14.Replik, Drama-Nummer: 60	1_3_14_60	ADRAST:Als ich dem Theophan, und er mir?	uncertain	negative	negative
Der Freigeist 1.Akt, 3.Szene, 16.Replik, Drama-Nummer: 62	1_3_16_62	ADRAST:Juliane? Sagen Sie das nicht. Ihre Vollkommenheiten fallen vielleicht nur weniger in die Augen. Ihre Schönheit blendet nicht; aber sie geht ans Herz. Man läßt sich gern von ihren stillen Reizen fesseln, und man biegt sich mit Bedacht in ihr Joch, das uns andere in einer fröhlichen Unbesonnenheit überwerfen müssen. Sie redet wenig; aber auch ihr geringstes Wort hat Vernunft.	positive	positive	positive
Der Freigeist 1.Akt, 3.Szene, 17.Replik, Drama-Nummer: 63	1_3_17_63	LISIDOR:Und Henriette?	uncertain	positive	positive
Der Freigeist 1.Akt, 3.Szene, 24.Replik, Drama-Nummer: 70	1_3_24_70	ADRAST:Verlieret dabei nichts. Nur daß Juliane – –	neutral	neutral	positive
Der Freigeist 1.Akt, 3.Szene, 25.Replik, Drama-Nummer: 71	1_3_25_71	LISIDOR:Ho! ho! Herr Adrast, ich will doch nicht hoffen, daß Sie auch an der Narrheit krank liegen, welche die Leute nur das für gut und schön erkennen läßt, was sie nicht bekommen können. Wer Henker hat Sie denn gedungen, Julianen zu loben?	uncertain	positive	positive
Der Freigeist 1.Akt, 3.Szene, 28.Replik, Drama-Nummer: 74	1_3_28_74	ADRAST:Ach!	positive	positive	positive
Der Freigeist 1.Akt, 3.Szene, 29.Replik, Drama-Nummer: 75	1_3_29_75	LISIDOR:Das war ja gar geseufzt. Was Geier ficht Ihn an? Pfui! Ein junger gesunder Mann, der alle Viertelstunden eine Frau nehmen will, wird seufzen? Spare Er Sein Seufzen, bis Er die Frau hat.	mixed	positive	positive
Der Freigeist 1.Akt, 4.Szene, 1.Replik, Drama-Nummer: 76	1_4_1_76	JOHANN:Pst! Pst!	neutral	neutral	positive
Der Freigeist 1.Akt, 4.Szene, 2.Replik, Drama-Nummer: 77	1_4_2_77	LISIDOR:Nu? Nu?	neutral	neutral	positive
Der Freigeist 1.Akt, 4.Szene, 7.Replik, Drama-Nummer: 82	1_4_7_82	JOHANN:Pst, Herr Adrast! Ein Wort im Vertrauen.	uncertain	positive	positive
Der Freigeist 1.Akt, 4.Szene, 8.Replik, Drama-Nummer: 83	1_4_8_83	ADRAST:So komm her!	neutral	neutral	negative
Der Freigeist 1.Akt, 4.Szene, 11.Replik, Drama-Nummer: 86	1_4_11_86	JOHANN:Pst! Herr Adrast, nur ein Wörtchen, ganz im Vertrauen!	uncertain	positive	positive
Der Freigeist 1.Akt, 4.Szene, 21.Replik, Drama-Nummer: 96	1_4_21_96	ADRAST:Nichts?	neutral	neutral	negative
Der Freigeist 1.Akt, 4.Szene, 27.Replik, Drama-Nummer: 102	1_4_27_102	ADRAST:Halte mich nicht länger auf, und rede.	negative	negative	negative
Der Freigeist 1.Akt, 4.Szene, 30.Replik, Drama-Nummer: 105	1_4_30_105	JOHANN:So habe ich auch nichts für Sie.	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 6.Replik, Drama-Nummer: 113	1_5_6_113	ADRAST:So laß mich es nur hören – –	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 8.Replik, Drama-Nummer: 115	1_5_8_115	ADRAST:Nun? was denn für ein Streich? Wie lange wirst du mich noch martern?	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 20.Replik, Drama-Nummer: 127	1_5_20_127	ADRAST:Schweig, ich mag nichts davon hören.	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 22.Replik, Drama-Nummer: 129	1_5_22_129	ADRAST:Ich weiß, daß du dich nicht darum zu bekümmern hast.	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 23.Replik, Drama-Nummer: 130	1_5_23_130	JOHANN:Auch das verbeiße ich. – Sie denken freilich: weit davon, ist gut für den Schuß; und Herr Araspe hat eben nicht nötig, so sehr dahinter her zu sein. Aber, was meinen Sie, wenn ich den Herrn Araspe – –	positive	positive	positive
Der Freigeist 1.Akt, 5.Szene, 24.Replik, Drama-Nummer: 131	1_5_24_131	ADRAST:Nun was?	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 25.Replik, Drama-Nummer: 132	1_5_25_132	JOHANN:Jetzt den Augenblick vom Postwagen hätte steigen sehen?	uncertain	positive	positive
Der Freigeist 1.Akt, 5.Szene, 26.Replik, Drama-Nummer: 133	1_5_26_133	ADRAST:Was sagst du? Ich erstaune – –	positive	positive	positive
Der Freigeist 1.Akt, 5.Szene, 33.Replik, Drama-Nummer: 140	1_5_33_140	JOHANN:Das beste wird sein: wir packen auf, und ziehen weiter.	uncertain	positive	positive
Der Freigeist 1.Akt, 5.Szene, 39.Replik, Drama-Nummer: 146	1_5_39_146	JOHANN:Je nu! so wird er das Geschäfte mit Ihnen so beiher treiben. Wir sind doch immer geklatscht.	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 42.Replik, Drama-Nummer: 149	1_5_42_149	ADRAST:So rate mir doch, wenn du es für eine Kleinigkeit ansiehst.	neutral	neutral	negative
Der Freigeist 1.Akt, 5.Szene, 47.Replik, Drama-Nummer: 154	1_5_47_154	JOHANN:Schwören Sie den Bettel ab.	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 48.Replik, Drama-Nummer: 155	1_5_48_155	ADRAST:Schurke!	negative	negative	negative
Der Freigeist 1.Akt, 5.Szene, 49.Replik, Drama-Nummer: 156	1_5_49_156	JOHANN:Wie? Was bin ich? So einen brüderlichen Rat – –	mixed	negative	negative
Der Freigeist 1.Akt, 5.Szene, 55.Replik, Drama-Nummer: 162	1_5_55_162	JOHANN:Vielleicht. – – Da geht er, der barmherzige Schlucker. Das Maul ist groß genug an ihm; aber wenn es dazu kömmt, daß er das, was er glaubt, mit Taten beweisen soll, da zittert das alte Weib! Wohl dem, der nach seiner Überzeugung auch leben kann! So hat er doch noch etwas davon. Ich sollte an seiner Stelle sein. – – Doch ich muß nur sehen, wo er bleibt.	negative	negative	negative
Der Freigeist 2.Akt, 1.Szene, 2.Replik, Drama-Nummer: 164	2_1_2_164	HENRIETTE:Unsre Anbeter meinst du – –	neutral	neutral	positive
Der Freigeist 2.Akt, 1.Szene, 4.Replik, Drama-Nummer: 166	2_1_4_166	HENRIETTE:Das wollen wir bald ausrechnen. – – Du besinnst dich doch wohl auf den letzten Feiertag, da dich meine Schwester mit in die Nachmittagspredigt schleppte, so gerne du auch mit mir auf unser Vorwerk gefahren wärest? Du warst damals sehr strenge, Juliane! – – –	mixed	negative	negative
Der Freigeist 2.Akt, 1.Szene, 11.Replik, Drama-Nummer: 173	2_1_11_173	JULIANE:Ohne Widerrede.	positive	positive	positive
Der Freigeist 2.Akt, 1.Szene, 12.Replik, Drama-Nummer: 174	2_1_12_174	LISETTE:Juchhei! Mamsellchen. Ich bin also heute Ihre: Juchhei!	neutral	neutral	positive
Der Freigeist 2.Akt, 1.Szene, 14.Replik, Drama-Nummer: 176	2_1_14_176	LISETTE:Ohne weitre Umstände; erzählen Sie mir nunmehr Ihre Streitigkeit. – – Unterdessen lege ich mein Gesicht in richterliche Falten.	neutral	neutral	positive
Der Freigeist 2.Akt, 1.Szene, 16.Replik, Drama-Nummer: 178	2_1_16_178	HENRIETTE:So? Du willst keinen Richter erkennen? Ein klarer Beweis, daß du Unrecht hast. – Höre nur, Lisette! wir haben über unsre Anbeter gezankt. Ich will die Dinger immer noch so nennen, mag doch zuletzt daraus werden, was da will.	mixed	negative	negative
Der Freigeist 2.Akt, 1.Szene, 20.Replik, Drama-Nummer: 182	2_1_20_182	HENRIETTE:Kannst du es anders sagen, Juliane?	neutral	neutral	negative
Der Freigeist 2.Akt, 1.Szene, 25.Replik, Drama-Nummer: 187	2_1_25_187	JULIANE:Du hast doch närrische Ausdrücke! Fingst du nicht den ganzen Handel selbst an? Ich glaubte, wie sehr ich dir schmeicheln würde, wenn ich deinen Adrast den wohlgemachtesten Mann nennte, den ich jemals gesehen hätte. Du hättest mir für meine Gesinnungen danken, nicht aber widersprechen sollen.	mixed	negative	negative
Der Freigeist 2.Akt, 1.Szene, 31.Replik, Drama-Nummer: 193	2_1_31_193	LISETTE:Desto schärfer eben werde ich gegen Sie sein, damit ich nicht parteiisch lasse.	positive	positive	positive
Der Freigeist 2.Akt, 1.Szene, 32.Replik, Drama-Nummer: 194	2_1_32_194	JULIANE:Glaube mir nur, daß ich bessere Eigenschaften an einer Mannsperson zu schätzen weiß, als seine Gestalt. Und es ist genug, daß ich diese bessern Eigenschaften an dem Theophan finde. Sein Geist –	neutral	neutral	positive
Der Freigeist 2.Akt, 1.Szene, 38.Replik, Drama-Nummer: 200	2_1_38_200	JULIANE:Schon wieder Theophan, und seine freundlichen Gesichter?	positive	positive	positive
Der Freigeist 2.Akt, 2.Szene, 7.Replik, Drama-Nummer: 208	2_2_7_208	HENRIETTE:Und wenn es auch Fehler sein sollten. – –	mixed	negative	negative
Der Freigeist 2.Akt, 2.Szene, 13.Replik, Drama-Nummer: 214	2_2_13_214	HENRIETTE:Und wer ist es?	neutral	neutral	positive
Der Freigeist 2.Akt, 2.Szene, 14.Replik, Drama-Nummer: 215	2_2_14_215	THEOPHAN:Araspe.	uncertain	positive	positive
Der Freigeist 2.Akt, 2.Szene, 17.Replik, Drama-Nummer: 218	2_2_17_218	THEOPHAN:Er war eben abgestiegen, und hat mir versprochen, unverzüglich nachzufolgen.	positive	positive	positive
Der Freigeist 2.Akt, 2.Szene, 23.Replik, Drama-Nummer: 224	2_2_23_224	THEOPHAN:Erlauben Sie, daß ich ihn hier erwarte.	neutral	neutral	positive
Der Freigeist 2.Akt, 3.Szene, 2.Replik, Drama-Nummer: 227	2_3_2_227	THEOPHAN:Wie versteht Lisette das?	mixed	positive	positive
Der Freigeist 2.Akt, 3.Szene, 6.Replik, Drama-Nummer: 231	2_3_6_231	THEOPHAN:Sie meint es sehr gut, Lisette!	positive	positive	positive
Der Freigeist 2.Akt, 3.Szene, 7.Replik, Drama-Nummer: 232	2_3_7_232	LISETTE:Ja, wahrhaftig! alsdann sollten Sie mich noch oben drein behalten.	positive	positive	positive
Der Freigeist 2.Akt, 3.Szene, 9.Replik, Drama-Nummer: 234	2_3_9_234	LISETTE:Verstand? Auf das Kompliment weiß ich, leider! nichts zu antworten. Auf ein anders: Lisette ist schön, habe ich wohl ungefähr antworten lernen: Mein Herr, Sie scherzen. Ich weiß nicht, ob sich diese Antwort hieher auch schickt.	positive	positive	positive
Der Freigeist 2.Akt, 3.Szene, 13.Replik, Drama-Nummer: 238	2_3_13_238	LISETTE:Herr Theophan! Herr Theophan! Sie sagen dieses Gewiß mit einer Art, – – mit einer Art, –	neutral	neutral	positive
Der Freigeist 2.Akt, 3.Szene, 20.Replik, Drama-Nummer: 245	2_3_20_245	THEOPHAN:Die Schlaue! – – – Sie beschämt mich für meine Neubegierde, und ich habe es verdient. Nichts destoweniger aber irret Sie sich Lisette; gewaltig irret Sie sich – –	negative	negative	negative
Der Freigeist 2.Akt, 3.Szene, 22.Replik, Drama-Nummer: 247	2_3_22_247	THEOPHAN:Aber wo bleibt er denn? – –	neutral	neutral	positive
Der Freigeist 2.Akt, 3.Szene, 23.Replik, Drama-Nummer: 248	2_3_23_248	LISETTE:Mein Verstand? – Wo er will. – So viel ist gewiß, daß Adrast bei Henrietten ziemlich schlecht steht, so sehr sie sich auch nach seiner Weise zu richten scheint. Sie kann alles leiden, nur gering geschätzt zu werden, kann sie nicht leiden. Sie weiß es allzuwohl, für was uns Adrast ansieht: für nichts, als Geschöpfchen, die aus keiner andern Absicht da sind, als den Männern ein Vergnügen zu machen. Und das ist doch sehr nichtswürdig gedacht! Aber da kann man sehen, in was für gottlose Irrtümer die ungläubigen Leute verfallen. – – Nu? Hören Sie mir nicht mehr zu, Herr Theophan? Wie so zerstreut? wie so unruhig?	mixed	positive	positive
Der Freigeist 2.Akt, 3.Szene, 25.Replik, Drama-Nummer: 250	2_3_25_250	LISETTE:Er wird ja wohl kommen. – –	mixed	positive	positive
Der Freigeist 2.Akt, 5.Szene, 7.Replik, Drama-Nummer: 259	2_5_7_259	JOHANN:Es hat Bocksfüße: nicht? Zwei Hörner? einen Schwanz? – –	mixed	negative	negative
Der Freigeist 2.Akt, 5.Szene, 14.Replik, Drama-Nummer: 266	2_5_14_266	MARTIN:Den Esel laß immer weg, wenn ich dir antworten soll, wie du gerne willst. – Aber, warum fragst du das?	negative	negative	negative
Der Freigeist 2.Akt, 5.Szene, 18.Replik, Drama-Nummer: 270	2_5_18_270	MARTIN:Arm? Laß einmal sehen, wer die vergangene Woche das meiste Trinkgeld gekriegt hat. Er greift in die Tasche. Du bist ein lüderlicher Teufel, du versäufst alles – –	negative	negative	negative
Der Freigeist 2.Akt, 5.Szene, 21.Replik, Drama-Nummer: 273	2_5_21_273	JOHANN:Ich bin gewesen – in Frankreich – –	neutral	neutral	positive
Der Freigeist 2.Akt, 5.Szene, 24.Replik, Drama-Nummer: 276	2_5_24_276	MARTIN:Das ist das Land, wo die Franzosen wohnen? – So wie ich einmal einen gesehen habe, – das war eine schnurrige Kröte! In einem Augenblicke konnte er sich siebenmal auf dem Absatze herum drehen, und dazu pfeifen.	uncertain	positive	positive
Der Freigeist 2.Akt, 5.Szene, 27.Replik, Drama-Nummer: 279	2_5_27_279	JOHANN:Französisch, willst du sagen: – vollkommen.	neutral	neutral	negative
Der Freigeist 2.Akt, 5.Szene, 31.Replik, Drama-Nummer: 283	2_5_31_283	JOHANN:Ja! auf deutsch! Du guter Narre, das läßt sich auf deutsch nicht so sagen. Solche feine Gedanken können nur französisch ausgedrückt werden.	negative	negative	negative
Der Freigeist 2.Akt, 5.Szene, 32.Replik, Drama-Nummer: 284	2_5_32_284	MARTIN:Der Blitz! – – Nu? wo bist du weiter gewesen?	neutral	neutral	positive
Der Freigeist 2.Akt, 5.Szene, 36.Replik, Drama-Nummer: 288	2_5_36_288	MARTIN:Sprich doch!	uncertain	positive	positive
Der Freigeist 2.Akt, 5.Szene, 42.Replik, Drama-Nummer: 294	2_5_42_294	MARTIN:Ich wollts. Aber sage mir doch, was hat man denn in der Welt ohne Mühe?	neutral	neutral	positive
Der Freigeist 2.Akt, 5.Szene, 45.Replik, Drama-Nummer: 297	2_5_45_297	JOHANN:Höre, wenn mein Herr heiratet, so muß er noch einen Bedienten annehmen. – – Eine Kanne Wein, so sollst du bei mir den Vorzug haben. Du versauerst doch nur bei deinem dummen Schwarzrocke. Du sollst bei Adrasten mehr Lohn und mehr Freiheit haben; und ich will dich noch oben drein zu einem starken Geiste machen, der es mit dem Teufel und seiner Großmutter aufnimmt, wenn nur erst einer wäre.	negative	negative	negative
Der Freigeist 2.Akt, 5.Szene, 49.Replik, Drama-Nummer: 301	2_5_49_301	JOHANN:Ein neuer Irrtum! Und wie kannst du so ungläubig gegen meine Worte sein? Es sind die Aussprüche der Weltweisheit, die Orakel der Vernunft! Es ist bewiesen, sage ich dir, in Büchern ist es bewiesen, daß es weder Teufel noch Hölle gibt. – – Kennst du Balthasarn? Es war ein berühmter Bäcker in Holland.	neutral	neutral	positive
Der Freigeist 2.Akt, 5.Szene, 51.Replik, Drama-Nummer: 303	2_5_51_303	JOHANN:Ei! das war ein gelehrter Bäcker! Seine bezauberte Welt – – ha! – das ist ein Buch! Mein Herr hat es einmal gelesen. Kurz, ich verweise dich auf das Buch, so wie man mich darauf verwiesen hat, und will dir nur im Vertrauen sagen: Der muß ein Ochse, ein Rindvieh, ein altes Weib sein, der einen Teufel glauben kann. Soll ich dirs zuschwören, daß keiner ist? – Ich will ein Hundsfott sein!	negative	negative	negative
Der Freigeist 2.Akt, 5.Szene, 56.Replik, Drama-Nummer: 308	2_5_56_308	MARTIN:Was ists?	uncertain	positive	positive
Der Freigeist 2.Akt, 5.Szene, 61.Replik, Drama-Nummer: 313	2_5_61_313	JOHANN:Ach! so ist es nicht Nacht? Hülfe! Martin, Hülfe!	mixed	negative	negative
Der Freigeist 2.Akt, 5.Szene, 64.Replik, Drama-Nummer: 316	2_5_64_316	MARTIN:Blind bist du? Du wirst ja nicht? – – Warte, ich will dich in die Augen schlagen, daß das Feuer herausspringt, und du sollst bald sehen – –	negative	negative	negative
Der Freigeist 2.Akt, 5.Szene, 65.Replik, Drama-Nummer: 317	2_5_65_317	JOHANN:Ach! ich bin gestraft, ich bin gestraft. Und du kannst meiner noch spotten? Hülfe! Martin, Hülfe! – – Er fällt auf die Knie. Ich will mich gern bekehren! Ach! was bin ich für ein Bösewicht gewesen! – –	negative	negative	negative
Der Freigeist 3.Akt, 1.Szene, 1.Replik, Drama-Nummer: 329	3_1_1_329	ARASPE:Was ich Ihnen sage, mein lieber Vetter. Das Vergnügen Sie zu überfallen, und die Begierde bei Ihrer Verbindung gegenwärtig zu sein, sind freilich die vornehmsten Ursachen meiner Anherkunft; nur die einzigen sind es nicht. Ich hatte den Aufenthalt des Adrast endlich ausgekundschaftet, und es war mir sehr lieb, auf diese Art, wie man sagt, zwei Würfe mit Einem Steine zu tun. Die Wechsel des Adrast sind verfallen; und ich habe nicht die geringste Lust, ihm auch nur die allerkleinste Nachsicht zu gönnen. Ich erstaune zwar, ihn, welches ich mir nimmermehr eingebildet hätte, in dem Hause Ihres künftigen Schwiegervaters zu finden; ihn auf eben demselben Fuße, als Sie, Theophan, hier zu finden: aber gleichwohl, – – und wenn ihn das Schicksal auch noch näher mit mir verbinden könnte, – –	negative	negative	negative
Der Freigeist 3.Akt, 1.Szene, 6.Replik, Drama-Nummer: 334	3_1_6_334	THEOPHAN:Ich habe Sie ausreden lassen. Ich glaube Sie werden so billig sein, und mich nunmehr auch hören.	negative	negative	negative
Der Freigeist 3.Akt, 1.Szene, 9.Replik, Drama-Nummer: 337	3_1_9_337	ARASPE:Das ist etwas; aber – –	uncertain	negative	negative
Der Freigeist 3.Akt, 1.Szene, 10.Replik, Drama-Nummer: 338	3_1_10_338	THEOPHAN:Nein, für einen Mann von Ihrer Denkungsart, liebster Vetter, muß dieses nicht nur etwas, sondern sehr viel sein. Sie haben die Sache von dieser Seite noch nicht betrachtet; Sie haben den Adrast nur als einen verlornen Mann angesehen, an dem man zum Überflusse noch eine desperate Kur wagen müsse. Aus diesem Grunde ist die Heftigkeit, mit der Sie wider ihn sprachen, zu entschuldigen. Lernen Sie ihn aber durch mich nunmehr unparteiischer beurteilen. Er ist in seinen Reden jetzt weit eingezogener, als man mir ihn sonst beschrieben hat. Wenn er streitet, so spottet er nicht mehr, sondern gibt sich alle Mühe, Gründe vorzubringen. Er fängt an, auf die Beweise, die man ihm entgegen setzt, zu antworten, und ich habe es ganz deutlich gemerkt, daß er sich schämt, wenn er nur halb darauf antworten kann. Freilich sucht er diese Scham noch dann und wann unter das Verächtliche eines Schimpfworts zu verstecken; aber nur Geduld! es ist schon viel, daß er diese Schimpfworte niemals mehr auf die heiligen Sachen, die man gegen ihn verteidiget, sondern bloß auf die Verteidiger fallen läßt. Seine Verachtung der Religion löset sich allmählig in die Verachtung derer auf, die sie lehren.	negative	negative	negative
Der Freigeist 3.Akt, 1.Szene, 11.Replik, Drama-Nummer: 339	3_1_11_339	ARASPE:Ist das wahr, Theophan?	positive	positive	positive
Der Freigeist 3.Akt, 1.Szene, 12.Replik, Drama-Nummer: 340	3_1_12_340	THEOPHAN:Sie werden Gelegenheit haben, sich selbst davon zu überzeugen. – Sie werden zwar hören, daß diese seine Verachtung der Geistlichen mich jetzt am meisten trifft; allein ich bitte Sie im voraus, nicht empfindlicher darüber zu werden, als ich selbst bin. Ich habe es mir fest vorgenommen, ihn nicht mit gleicher Münze zu bezahlen; sondern ihm vielmehr seine Freundschaft abzuzwingen, es mag auch kosten, was es will.	mixed	positive	positive
Der Freigeist 3.Akt, 1.Szene, 13.Replik, Drama-Nummer: 341	3_1_13_341	ARASPE:Wenn Sie bei persönlichen Beleidigungen so großmütig sind – –	negative	negative	negative
Der Freigeist 3.Akt, 1.Szene, 14.Replik, Drama-Nummer: 342	3_1_14_342	THEOPHAN:Stille; wir wollen es keine Großmut nennen. Es kann Eigennutz, es kann eine Art von Ehrgeiz sein, sein Vorurteil von den Gliedern meines Ordens durch mich zu Schanden zu machen. Es sei aber, was es wolle, so weiß ich doch, daß Sie viel zu gütig sind, mir darin im Wege zu stehen. Adrast würde es ganz gewiß für ein abgekartetes Spiel halten, wenn er sähe, daß mein Vetter so scharf hinter ihm drein wäre. Seine Wut würde einzig auf mich fallen, und er würde mich überall als einen Niederträchtigen ausschreien, der ihm, unter tausend Versicherungen der Freundschaft, den Dolch ins Herz gestoßen habe. Ich wollte nicht gerne, daß er die Exempel von hämtückischen Pfaffen, wie er sie nennt, mit einigem Scheine der Wahrheit auch durch mich vermehren könnte.	negative	negative	negative
Der Freigeist 3.Akt, 2.Szene, 1.Replik, Drama-Nummer: 356	3_2_1_356	ADRAST:Himmel! Araspe hier?	uncertain	negative	negative
Der Freigeist 3.Akt, 2.Szene, 2.Replik, Drama-Nummer: 357	3_2_2_357	THEOPHAN:Adrast, ich habe das Vergnügen Ihnen in dem Herrn Araspe meinen Vetter vorzustellen.	positive	positive	positive
Der Freigeist 3.Akt, 2.Szene, 5.Replik, Drama-Nummer: 360	3_2_5_360	ADRAST:Ich bin bereits die ganze Stadt nach Ihnen durchgerannt. Sie wissen, wie wir mit einander stehen, und ich wollte Ihnen die Mühe ersparen, mich aufzusuchen.	positive	positive	positive
Der Freigeist 3.Akt, 2.Szene, 8.Replik, Drama-Nummer: 363	3_2_8_363	THEOPHAN:Was ist klar, Adrast? Ruhig.	uncertain	negative	negative
Der Freigeist 3.Akt, 2.Szene, 10.Replik, Drama-Nummer: 365	3_2_10_365	THEOPHAN:Wir halten uns zu lange hier auf. Lisidor, lieber Vetter, wird Sie mit Schmerzen erwarten. Erlauben Sie, daß ich Sie zu ihm führe. – Zum Adrast. Darf ich bitten, Adrast, daß Sie einen Augenblick hier verziehen? Ich will den Araspe nur herauf begleiten; ich werde gleich wieder hier sein.	positive	positive	positive
Der Freigeist 3.Akt, 2.Szene, 12.Replik, Drama-Nummer: 367	3_2_12_367	THEOPHAN:Er wird es nicht sein. Kommen Sie nur. Theophan und Araspe gehen ab.	uncertain	positive	positive
Der Freigeist 3.Akt, 4.Szene, 5.Replik, Drama-Nummer: 373	3_4_5_373	JOHANN:Ich hätte es ihm auch raten wollen, daß er die geringste Schwierigkeit gemacht hätte! – – – Und er hat doch schon wieder seinen Abschied genommen?	negative	negative	negative
Der Freigeist 3.Akt, 4.Szene, 11.Replik, Drama-Nummer: 379	3_4_11_379	JOHANN:Was frage ich nach des Narren Vetter? Ich meine Araspen. – –	negative	negative	negative
Der Freigeist 3.Akt, 4.Szene, 12.Replik, Drama-Nummer: 380	3_4_12_380	ADRAST:Den meine ich auch.	neutral	neutral	negative
Der Freigeist 3.Akt, 4.Szene, 16.Replik, Drama-Nummer: 384	3_4_16_384	ADRAST:Du Dummkopf! – Ja, er wird ihm zureden, mich ohne Nachsicht unglücklich zu machen. – Bist du denn so albern, es für einen Zufall anzusehen, daß Araspe hier ist? Siehst du denn nicht, daß es Theophan muß erfahren haben, wie ich mit seinem Vetter stehe? daß er ihm Nachricht von meinen Umständen gegeben hat? daß er ihn gezwungen hat, über Hals über Kopf eine so weite Reise zu tun; um die Gelegenheit ja nicht zu versäumen, meinen Ruin an den Tag zu bringen, und mir dadurch die letzte Zuflucht, die Gunst des Lisidors, zu vernichten?	negative	negative	negative
Der Freigeist 3.Akt, 4.Szene, 21.Replik, Drama-Nummer: 389	3_4_21_389	JOHANN:Verschwenden Sie Ihren Zorn nicht an mir. Hier kömmt der, an welchem Sie ihn besser anwenden können.	negative	negative	negative
Der Freigeist 3.Akt, 5.Szene, 8.Replik, Drama-Nummer: 397	3_5_8_397	THEOPHAN:Lassen Sie es ihn doch sehen, Adrast.	neutral	neutral	negative
Der Freigeist 3.Akt, 5.Szene, 17.Replik, Drama-Nummer: 406	3_5_17_406	ADRAST:Auf Ihr Anliegen?	neutral	neutral	positive
Der Freigeist 3.Akt, 5.Szene, 19.Replik, Drama-Nummer: 408	3_5_19_408	ADRAST:Und was haben Sie beschlossen, damit zu tun?	neutral	neutral	positive
Der Freigeist 3.Akt, 5.Szene, 22.Replik, Drama-Nummer: 411	3_5_22_411	THEOPHAN:Er weiß, daß Sie ihnen Genüge tun können. Und sind Sie alsdann nicht auseinander?	neutral	neutral	negative
Der Freigeist 3.Akt, 5.Szene, 24.Replik, Drama-Nummer: 413	3_5_24_413	THEOPHAN:Ich bin nicht Adrast.	neutral	neutral	negative
Der Freigeist 3.Akt, 5.Szene, 31.Replik, Drama-Nummer: 420	3_5_31_420	THEOPHAN:Ich würde mir ein wahres Vergnügen machen, wenn ich Ihnen durch meine Vermittelung einen kleinen Dienst dabei erzeigen könnte.	positive	positive	positive
Der Freigeist 3.Akt, 5.Szene, 35.Replik, Drama-Nummer: 424	3_5_35_424	THEOPHAN:Ich erstaune über Ihren Verdacht nicht. Ihre Gemütsart hat mich ihn vorher sehen lassen. Aber gleichwohl ist es gewiß, daß ich eben so wenig gewußt habe, daß Araspe Ihr Gläubiger sei, als Sie gewußt haben, daß er mein Vetter ist.	neutral	neutral	positive
Der Freigeist 3.Akt, 5.Szene, 36.Replik, Drama-Nummer: 425	3_5_36_425	ADRAST:Es wird sich zeigen.	neutral	neutral	positive
Der Freigeist 3.Akt, 5.Szene, 38.Replik, Drama-Nummer: 427	3_5_38_427	ADRAST:Ich will sie nicht wieder sehen.	negative	negative	negative
Der Freigeist 3.Akt, 5.Szene, 41.Replik, Drama-Nummer: 430	3_5_41_430	THEOPHAN:Bleiben Sie, Adrast. – – Es tut mir leid, daß ich Sie nicht gleich den Augenblick aus aller Ihrer Unruhe gerissen habe. – – Lernen Sie meinen Vetter besser kennen, Indem er die Wechsel hervor zieht. und glauben Sie gewiß, wenn Sie schon von mir das Allernichtswürdigste denken wollen, daß wenigstens er ein Mann ist, der Ihre Hochachtung verdient. Er will Sie nicht anders, als mit dem sorglosesten Gesichte sehen, und gibt Ihnen deswegen Ihre Wechsel hier zurück. Er reicht sie ihm dar. Sie sollen sie selbst so lange verwahren, bis Sie ihn nach Ihrer Bequemlichkeit deswegen befriedigen können. Er glaubt, daß sie ihm in Ihren Händen eben so sicher sind, als unter seinem eigenen Schlosse. Sie haben den Ruhm eines ehrlichen Mannes, wenn Sie schon den Ruhm eines frommen nicht haben.	positive	positive	positive
Der Freigeist 3.Akt, 5.Szene, 42.Replik, Drama-Nummer: 431	3_5_42_431	ADRAST:Mit was für einem neuen Fallstricke drohen Sie mir? Die Wohltaten eines Feindes – –	negative	negative	negative
Der Freigeist 3.Akt, 5.Szene, 43.Replik, Drama-Nummer: 432	3_5_43_432	THEOPHAN:Unter diesem Feinde verstehen Sie mich; was aber hat Araspe mit ihrem Hasse zu tun? Er ist es, nicht ich, der Ihnen diese geringschätzige Wohltat erzeigen will; wenn anders eine armselige Gefälligkeit diesen Namen verdient. – Was überlegen Sie noch? Hier, Adrast! nehmen Sie Ihre Handschriften zurück!	mixed	positive	positive
Der Freigeist 3.Akt, 5.Szene, 44.Replik, Drama-Nummer: 433	3_5_44_433	ADRAST:Ich will mich wohl dafür hüten.	negative	negative	negative
